Date,Team,Opponent,Team Score,Opponent Score,Team Result
31-12-2012,Longwood,F Dickinson,71,79,Loss
31-12-2012,Louisiana Tech,New Mexico St,81,72,Win
31-12-2012,New Mexico St,Louisiana Tech,72,81,Loss
31-12-2012,Col Charleston,Marist,85,75,Win
31-12-2012,Marist,Col Charleston,75,85,Loss
31-12-2012,Mercer,Stetson,70,64,Win
31-12-2012,Stetson,Mercer,64,70,Loss
31-12-2012,Middle Tenn St,North Texas,75,57,Win
31-12-2012,North Texas,Middle Tenn St,57,75,Loss
31-12-2012,Minnesota,Michigan St,76,63,Win
31-12-2012,Michigan St,Minnesota,63,76,Loss
31-12-2012,NC State,UNC Greensboro,89,68,Win
31-12-2012,UNC Greensboro,NC State,68,89,Loss
31-12-2012,NE Omaha,Missouri KC,77,65,Win
31-12-2012,Missouri KC,NE Omaha,65,77,Loss
31-12-2012,North Florida,Lipscomb,84,70,Win
31-12-2012,Lipscomb,North Florida,70,84,Loss
31-12-2012,Oklahoma,TAM C. Christi,72,42,Win
31-12-2012,TAM C. Christi,Oklahoma,42,72,Loss
31-12-2012,Gonzaga,Oklahoma St,69,68,Win
31-12-2012,Oklahoma St,Gonzaga,68,69,Loss
31-12-2012,Oregon,Nevada,56,43,Win
31-12-2012,Nevada,Oregon,43,56,Loss
31-12-2012,Oregon St,TX Pan American,84,59,Win
31-12-2012,TX Pan American,Oregon St,59,84,Loss
31-12-2012,Cincinnati,Pittsburgh,70,61,Win
31-12-2012,Pittsburgh,Cincinnati,61,70,Loss
31-12-2012,Iona,St Bonaventure,93,74,Win
31-12-2012,St Bonaventure,Iona,74,93,Loss
31-12-2012,St Louis,New Mexico,60,46,Win
31-12-2012,New Mexico,St Louis,46,60,Loss
31-12-2012,St Mary's CA,Harvard,70,69,Win
31-12-2012,Harvard,St Mary's CA,69,70,Loss
31-12-2012,Syracuse,Central Conn,96,62,Win
31-12-2012,Central Conn,Syracuse,62,96,Loss
31-12-2012,Temple,Bowling Green,75,57,Win
31-12-2012,Bowling Green,Temple,57,75,Loss
31-12-2012,Utah St,Texas St,81,57,Win
31-12-2012,Texas St,Utah St,57,81,Loss
31-12-2012,Texas Tech,Florida A&M,70,56,Win
31-12-2012,Florida A&M,Texas Tech,56,70,Loss
31-12-2012,Jacksonville St,TN Martin,64,54,Win
31-12-2012,TN Martin,Jacksonville St,54,64,Loss
31-12-2012,Chicago St,Toledo,58,53,Win
31-12-2012,Toledo,Chicago St,53,58,Loss
31-12-2012,Denver,UT Arlington,50,35,Win
31-12-2012,UT Arlington,Denver,35,50,Loss
31-12-2012,San Jose St,UT San Antonio,80,67,Win
31-12-2012,UT San Antonio,San Jose St,67,80,Loss
31-12-2012,Liberty,W Carolina,63,62,Win
31-12-2012,W Carolina,Liberty,62,63,Loss
30-12-2012,Akron,Princeton,62,58,Win
30-12-2012,Princeton,Akron,58,62,Loss
30-12-2012,Tulane,Alabama,53,50,Win
30-12-2012,Alabama,Tulane,50,53,Loss
30-12-2012,Cornell,Binghamton,79,77,Win
30-12-2012,Binghamton,Cornell,77,79,Loss
30-12-2012,Colgate,New Hampshire,65,63,Win
30-12-2012,New Hampshire,Colgate,63,65,Loss
30-12-2012,CS Bakersfield,NC A&T,60,52,Win
30-12-2012,NC A&T,CS Bakersfield,52,60,Loss
30-12-2012,Detroit,Canisius,83,78,Win
30-12-2012,Canisius,Detroit,78,83,Loss
30-12-2012,G Washington,Sacred Heart,77,38,Win
30-12-2012,Sacred Heart,G Washington,38,77,Loss
30-12-2012,Indiana St,Illinois St,77,75,Win
30-12-2012,Illinois St,Indiana St,75,77,Loss
30-12-2012,Memphis,Loyola MD,78,64,Win
30-12-2012,Loyola MD,Memphis,64,78,Loss
30-12-2012,Alabama A&M,Mississippi St,59,57,Win
30-12-2012,Mississippi St,Alabama A&M,57,59,Loss
30-12-2012,Missouri St,S Illinois,70,59,Win
30-12-2012,S Illinois,Missouri St,59,70,Loss
30-12-2012,St Francis NY,NJIT,89,87,Win
30-12-2012,NJIT,St Francis NY,87,89,Loss
30-12-2012,Maine,Quinnipiac,76,71,Win
30-12-2012,Quinnipiac,Maine,71,76,Loss
30-12-2012,SMU,Furman,72,53,Win
30-12-2012,Furman,SMU,53,72,Loss
30-12-2012,St Mary's CA,Yale,78,62,Win
30-12-2012,Yale,St Mary's CA,62,78,Loss
30-12-2012,TCU,MS Valley St,67,64,Win
30-12-2012,MS Valley St,TCU,64,67,Loss
30-12-2012,USC,Dayton,63,61,Win
30-12-2012,Dayton,USC,61,63,Loss
30-12-2012,Virginia,Wofford,74,39,Win
30-12-2012,Wofford,Virginia,39,74,Loss
30-12-2012,West Virginia,E Kentucky,74,67,Win
30-12-2012,E Kentucky,West Virginia,67,74,Loss
30-12-2012,Wichita St,Northern Iowa,66,41,Win
30-12-2012,Northern Iowa,Wichita St,41,66,Loss
30-12-2012,Winthrop,Hampton,50,43,Win
30-12-2012,Hampton,Winthrop,43,50,Loss
29-12-2012,Arizona St,Coppin St,68,52,Win
29-12-2012,Coppin St,Arizona St,52,68,Loss
29-12-2012,Arkansas,Northwestern LA,79,61,Win
29-12-2012,Northwestern LA,Arkansas,61,79,Loss
29-12-2012,Boston College,Holy Cross,70,60,Win
29-12-2012,Holy Cross,Boston College,60,70,Loss
29-12-2012,Bradley,Drake,67,57,Win
29-12-2012,Drake,Bradley,57,67,Loss
29-12-2012,Harvard,California,67,62,Win
29-12-2012,California,Harvard,62,67,Loss
29-12-2012,Campbell,UNC Wilmington,72,60,Win
29-12-2012,UNC Wilmington,Campbell,60,72,Loss
29-12-2012,St Peter's,Central Conn,71,69,Win
29-12-2012,Central Conn,St Peter's,69,71,Loss
29-12-2012,Chattanooga,Utah Valley,76,69,Win
29-12-2012,Utah Valley,Chattanooga,69,76,Loss
29-12-2012,Colorado,Hartford,80,52,Win
29-12-2012,Hartford,Colorado,52,80,Loss
29-12-2012,Columbia,Manhattan,69,58,Win
29-12-2012,Manhattan,Columbia,58,69,Loss
29-12-2012,Connecticut,Washington,61,53,Win
29-12-2012,Washington,Connecticut,53,61,Loss
29-12-2012,Creighton,Evansville,87,70,Win
29-12-2012,Evansville,Creighton,70,87,Loss
29-12-2012,CS Fullerton,Santa Barbara,86,79,Win
29-12-2012,Santa Barbara,CS Fullerton,79,86,Loss
29-12-2012,Loyola-Chicago,DePaul,69,61,Win
29-12-2012,DePaul,Loyola-Chicago,61,69,Loss
29-12-2012,Duke,Santa Clara,90,77,Win
29-12-2012,Santa Clara,Duke,77,90,Loss
29-12-2012,East Carolina,Norfolk St,74,63,Win
29-12-2012,Norfolk St,East Carolina,63,74,Loss
29-12-2012,Ga Southern,Georgia St,68,64,Win
29-12-2012,Georgia St,Ga Southern,64,68,Loss
29-12-2012,Georgia,Florida A&M,82,73,Win
29-12-2012,Florida A&M,Georgia,73,82,Loss
29-12-2012,Georgia Tech,Fordham,73,48,Win
29-12-2012,Fordham,Georgia Tech,48,73,Loss
29-12-2012,Hawaii,CS Northridge,74,71,Win
29-12-2012,CS Northridge,Hawaii,71,74,Loss
29-12-2012,Houston,Prairie View,80,75,Win
29-12-2012,Prairie View,Houston,75,80,Loss
29-12-2012,Oakland,IUPUI,84,62,Win
29-12-2012,IUPUI,Oakland,62,84,Loss
29-12-2012,Jacksonville St,Tennessee Tech,83,62,Win
29-12-2012,Tennessee Tech,Jacksonville St,62,83,Loss
29-12-2012,Kansas,American Univ,89,57,Win
29-12-2012,American Univ,Kansas,57,89,Loss
29-12-2012,Kansas St,Missouri KC,52,44,Win
29-12-2012,Missouri KC,Kansas St,44,52,Loss
29-12-2012,Lamar,Long Island,81,80,Win
29-12-2012,Long Island,Lamar,80,81,Loss
29-12-2012,Bryant,Lehigh,80,79,Win
29-12-2012,Lehigh,Bryant,79,80,Loss
29-12-2012,Long Beach St,Pacific,67,63,Win
29-12-2012,Pacific,Long Beach St,63,67,Loss
29-12-2012,Louisiana Tech,Denver,68,60,Win
29-12-2012,Denver,Louisiana Tech,60,68,Loss
29-12-2012,Louisville,Kentucky,80,77,Win
29-12-2012,Kentucky,Louisville,77,80,Loss
29-12-2012,Loy Marymount,CS Bakersfield,73,66,Win
29-12-2012,CS Bakersfield,Loy Marymount,66,73,Loss
29-12-2012,Marquette,NC Central,75,66,Win
29-12-2012,NC Central,Marquette,66,75,Loss
29-12-2012,Maryland,Delaware St,79,50,Win
29-12-2012,Delaware St,Maryland,50,79,Loss
29-12-2012,Michigan,C Michigan,88,73,Win
29-12-2012,C Michigan,Michigan,73,88,Loss
29-12-2012,Middle Tenn St,Florida Intl,69,52,Win
29-12-2012,Florida Intl,Middle Tenn St,52,69,Loss
29-12-2012,Mt St Mary's,MD Baltimore Co,58,55,Win
29-12-2012,MD Baltimore Co,Mt St Mary's,55,58,Loss
29-12-2012,Valparaiso,Murray St,66,64,Win
29-12-2012,Murray St,Valparaiso,64,66,Loss
29-12-2012,N Dakota St,S Dakota St,65,62,Win
29-12-2012,S Dakota St,N Dakota St,62,65,Loss
29-12-2012,Massachusetts,N Illinois,64,59,Win
29-12-2012,N Illinois,Massachusetts,59,64,Loss
29-12-2012,NC State,W Michigan,84,68,Win
29-12-2012,W Michigan,NC State,68,84,Loss
29-12-2012,South Dakota,NE Omaha,95,72,Win
29-12-2012,NE Omaha,South Dakota,72,95,Loss
29-12-2012,Nebraska,Nicholls St,68,59,Win
29-12-2012,Nicholls St,Nebraska,59,68,Loss
29-12-2012,Washington St,Idaho St,74,39,Win
29-12-2012,Boston Univ,Howard,71,44,Win
29-12-2012,BYU,Virginia Tech,97,71,Win
29-12-2012,Florida St,Tulsa,82,63,Win
29-12-2012,Florida,Air Force,78,61,Win
29-12-2012,Illinois,Auburn,81,79,Win
29-12-2012,High Point,Austin Peay,76,74,Win
29-12-2012,Auburn,Illinois,79,81,Loss
29-12-2012,Austin Peay,High Point,74,76,Loss
29-12-2012,Air Force,Florida,61,78,Loss
29-12-2012,Tulsa,Florida St,63,82,Loss
29-12-2012,Virginia Tech,BYU,71,97,Loss
29-12-2012,Howard,Boston Univ,44,71,Loss
29-12-2012,Idaho St,Washington St,39,74,Loss
29-12-2012,North Carolina,UNLV,79,73,Win
29-12-2012,UNLV,North Carolina,73,79,Loss
29-12-2012,Ohio St,Chicago St,87,44,Win
29-12-2012,Chicago St,Ohio St,44,87,Loss
29-12-2012,Oklahoma,Ohio,74,63,Win
29-12-2012,Ohio,Oklahoma,63,74,Loss
29-12-2012,Fairfield,Old Dominion,55,54,Win
29-12-2012,Old Dominion,Fairfield,54,55,Loss
29-12-2012,Towson,Oregon St,67,66,Win
29-12-2012,Oregon St,Towson,66,67,Loss
29-12-2012,Penn St,Duquesne,84,74,Win
29-12-2012,Duquesne,Penn St,74,84,Loss
29-12-2012,TX Pan American,Portland,56,52,Win
29-12-2012,Portland,TX Pan American,52,56,Loss
29-12-2012,Purdue,William & Mary,73,66,Win
29-12-2012,William & Mary,Purdue,66,73,Loss
29-12-2012,Davidson,Richmond,70,64,Win
29-12-2012,Richmond,Davidson,64,70,Loss
29-12-2012,San Diego,Morgan St,66,63,Win
29-12-2012,Morgan St,San Diego,63,66,Loss
29-12-2012,SE Missouri St,TN Martin,65,60,Win
29-12-2012,TN Martin,SE Missouri St,60,65,Loss
29-12-2012,Idaho,Seattle,71,64,Win
29-12-2012,Seattle,Idaho,64,71,Loss
29-12-2012,La Salle,Siena,80,52,Win
29-12-2012,Siena,La Salle,52,80,Loss
29-12-2012,Arkansas St,South Alabama,63,54,Win
29-12-2012,South Alabama,Arkansas St,54,63,Loss
29-12-2012,South Carolina,Presbyterian,76,60,Win
29-12-2012,Presbyterian,South Carolina,60,76,Loss
29-12-2012,South Florida,George Mason,61,57,Win
29-12-2012,George Mason,South Florida,57,61,Loss
29-12-2012,Southern Utah,N Colorado,51,50,Win
29-12-2012,N Colorado,Southern Utah,50,51,Loss
29-12-2012,Stanford,Lafayette,65,59,Win
29-12-2012,Lafayette,Stanford,59,65,Loss
29-12-2012,Syracuse,Alcorn St,57,36,Win
29-12-2012,Alcorn St,Syracuse,36,57,Loss
29-12-2012,SF Austin,TAM C. Christi,67,56,Win
29-12-2012,TAM C. Christi,SF Austin,56,67,Loss
29-12-2012,Tennessee,Xavier,51,47,Win
29-12-2012,Xavier,Tennessee,47,51,Loss
29-12-2012,Tennessee St,E Illinois,67,59,Win
29-12-2012,E Illinois,Tennessee St,59,67,Loss
29-12-2012,Texas,Rice,57,41,Win
29-12-2012,Rice,Texas,41,57,Loss
29-12-2012,Texas A&M,Army,61,55,Win
29-12-2012,Army,Texas A&M,55,61,Loss
29-12-2012,San Jose St,Texas St,72,55,Win
29-12-2012,Texas St,San Jose St,55,72,Loss
29-12-2012,Toledo,IL Chicago,74,55,Win
29-12-2012,IL Chicago,Toledo,55,74,Loss
29-12-2012,UAB,Northeastern,83,63,Win
29-12-2012,Northeastern,UAB,63,83,Loss
29-12-2012,UC Irvine,UC Davis,69,58,Win
29-12-2012,UC Davis,UC Irvine,58,69,Loss
29-12-2012,Cal Poly SLO,UC Riverside,58,48,Win
29-12-2012,UC Riverside,Cal Poly SLO,48,58,Loss
29-12-2012,UCF,Belmont,66,63,Win
29-12-2012,Belmont,UCF,63,66,Loss
29-12-2012,ULL,Ark Little Rock,79,70,Win
29-12-2012,Ark Little Rock,ULL,70,79,Loss
29-12-2012,ULM,FL Atlantic,65,64,Win
29-12-2012,FL Atlantic,ULM,64,65,Loss
29-12-2012,UT Arlington,New Mexico St,68,47,Win
29-12-2012,New Mexico St,UT Arlington,47,68,Loss
29-12-2012,Utah St,UT San Antonio,71,67,Win
29-12-2012,UT San Antonio,Utah St,67,71,Loss
29-12-2012,VA Commonwealth,F Dickinson,96,67,Win
29-12-2012,F Dickinson,VA Commonwealth,67,96,Loss
29-12-2012,Butler,Vanderbilt,68,49,Win
29-12-2012,Vanderbilt,Butler,49,68,Loss
29-12-2012,Col Charleston,Vermont,62,50,Win
29-12-2012,Vermont,Col Charleston,50,62,Loss
29-12-2012,W Illinois,IPFW,62,50,Win
29-12-2012,IPFW,W Illinois,50,62,Loss
29-12-2012,W Kentucky,North Texas,70,64,Win
29-12-2012,North Texas,W Kentucky,64,70,Loss
29-12-2012,Wagner,Penn,68,63,Win
29-12-2012,Penn,Wagner,63,68,Loss
29-12-2012,Wisconsin,Samford,87,51,Win
29-12-2012,Samford,Wisconsin,51,87,Loss
28-12-2012,Brown,Providence,69,68,Win
28-12-2012,Providence,Brown,68,69,Loss
28-12-2012,Chattanooga,High Point,68,61,Win
28-12-2012,High Point,Chattanooga,61,68,Loss
28-12-2012,Colgate,Binghamton,74,47,Win
28-12-2012,Binghamton,Colgate,47,74,Loss
28-12-2012,Gonzaga,Baylor,94,87,Win
28-12-2012,Baylor,Gonzaga,87,94,Loss
28-12-2012,Indiana,Jacksonville,93,59,Win
28-12-2012,Jacksonville,Indiana,59,93,Loss
28-12-2012,Bucknell,Loyola MD,66,46,Win
28-12-2012,Loyola MD,Bucknell,46,66,Loss
28-12-2012,LSU,Houston Bap,75,58,Win
28-12-2012,Houston Bap,LSU,58,75,Loss
28-12-2012,Memphis,Oral Roberts,72,57,Win
28-12-2012,Oral Roberts,Memphis,57,72,Loss
28-12-2012,Southern Miss,Morehead St,94,58,Win
28-12-2012,Morehead St,Southern Miss,58,94,Loss
28-12-2012,Albany NY,Navy,71,61,Win
28-12-2012,Navy,Albany NY,61,71,Loss
28-12-2012,Belmont,Boston Univ,64,48,Win
28-12-2012,Utah Valley,Austin Peay,84,77,Win
28-12-2012,Austin Peay,Utah Valley,77,84,Loss
28-12-2012,Boston Univ,Belmont,48,64,Loss
28-12-2012,Nevada,Yale,85,75,Win
28-12-2012,Yale,Nevada,75,85,Loss
28-12-2012,North Dakota,Bowling Green,56,53,Win
28-12-2012,Bowling Green,North Dakota,53,56,Loss
28-12-2012,Rutgers,Rider,68,56,Win
28-12-2012,Rider,Rutgers,56,68,Loss
28-12-2012,Seton Hall,Stony Brook,60,59,Win
28-12-2012,Stony Brook,Seton Hall,59,60,Loss
28-12-2012,Cornell,St Francis PA,79,67,Win
28-12-2012,St Francis PA,Cornell,67,79,Loss
28-12-2012,St Joseph's PA,Iona,96,91,Win
28-12-2012,Iona,St Joseph's PA,91,96,Loss
28-12-2012,St Louis,Edwardsville,68,41,Win
28-12-2012,Edwardsville,St Louis,41,68,Loss
28-12-2012,Texas Tech,NC A&T,85,74,Win
28-12-2012,NC A&T,Texas Tech,74,85,Loss
28-12-2012,UCF,Howard,62,45,Win
28-12-2012,Howard,UCF,45,62,Loss
28-12-2012,UCLA,Missouri,97,94,Win
28-12-2012,Missouri,UCLA,94,97,Loss
28-12-2012,Villanova,NJIT,70,60,Win
28-12-2012,NJIT,Villanova,60,70,Loss
27-12-2012,Akron,TX Southern,83,68,Win
27-12-2012,TX Southern,Akron,68,83,Loss
27-12-2012,Arkansas St,ULL,87,70,Win
27-12-2012,ULL,Arkansas St,70,87,Loss
27-12-2012,BYU,Northern Arizona,84,54,Win
27-12-2012,Northern Arizona,BYU,54,84,Loss
27-12-2012,Canisius,Alcorn St,87,74,Win
27-12-2012,Alcorn St,Canisius,74,87,Loss
27-12-2012,New Mexico,Cincinnati,55,54,Win
27-12-2012,Cincinnati,New Mexico,54,55,Loss
27-12-2012,IUPUI,IPFW,88,74,Win
27-12-2012,IPFW,IUPUI,74,88,Loss
27-12-2012,Loy Marymount,Morgan St,79,62,Win
27-12-2012,Morgan St,Loy Marymount,62,79,Loss
27-12-2012,St Mary's CA,Rhode Island,82,59,Win
27-12-2012,Rhode Island,St Mary's CA,59,82,Loss
27-12-2012,FL Atlantic,Troy,61,54,Win
27-12-2012,Troy,FL Atlantic,54,61,Loss
27-12-2012,W Illinois,Oakland,73,63,Win
27-12-2012,Oakland,W Illinois,63,73,Loss
27-12-2012,W Kentucky,Florida Intl,76,63,Win
27-12-2012,Florida Intl,W Kentucky,63,76,Loss
25-12-2012,Mississippi,Hawaii,81,66,Win
25-12-2012,Hawaii,Mississippi,66,81,Loss
25-12-2012,San Francisco,ETSU,67,49,Win
25-12-2012,Indiana St,Miami FL,57,55,Win
25-12-2012,Arizona,San Diego St,68,67,Win
25-12-2012,San Diego St,Arizona,67,68,Loss
25-12-2012,Miami FL,Indiana St,55,57,Loss
25-12-2012,ETSU,San Francisco,49,67,Loss
23-12-2012,Akron,Cleveland St,87,57,Win
23-12-2012,Cleveland St,Akron,57,87,Loss
23-12-2012,IUPUI,Ball St,77,68,Win
23-12-2012,Ball St,IUPUI,68,77,Loss
23-12-2012,Clemson,S Carolina St,77,41,Win
23-12-2012,S Carolina St,Clemson,41,77,Loss
23-12-2012,Fordham,Siena,81,75,Win
23-12-2012,Siena,Fordham,75,81,Loss
23-12-2012,Hawaii,ETSU,84,61,Win
23-12-2012,ETSU,Hawaii,61,84,Loss
23-12-2012,Iona,Norfolk St,100,72,Win
23-12-2012,Norfolk St,Iona,72,100,Loss
23-12-2012,Colorado St,Virginia Tech,88,52,Win
23-12-2012,North Florida,Ga Southern,74,46,Win
23-12-2012,Arizona,Miami FL,69,50,Win
23-12-2012,C Michigan,Ark Pine Bluff,62,45,Win
23-12-2012,Boise St,New Orleans,67,51,Win
23-12-2012,Mississippi,San Francisco,85,78,Win
23-12-2012,San Diego St,Indiana St,62,55,Win
23-12-2012,CS Bakersfield,MS Valley St,69,64,Win
23-12-2012,James Madison,San Diego,62,59,Win
23-12-2012,Portland,Bradley,57,55,Win
23-12-2012,Bradley,Portland,55,57,Loss
23-12-2012,San Diego,James Madison,59,62,Loss
23-12-2012,MS Valley St,CS Bakersfield,64,69,Loss
23-12-2012,San Francisco,Mississippi,78,85,Loss
23-12-2012,Indiana St,San Diego St,55,62,Loss
23-12-2012,New Orleans,Boise St,51,67,Loss
23-12-2012,Ark Pine Bluff,C Michigan,45,62,Loss
23-12-2012,Miami FL,Arizona,50,69,Loss
23-12-2012,Ga Southern,North Florida,46,74,Loss
23-12-2012,Virginia Tech,Colorado St,52,88,Loss
23-12-2012,Northwestern,Brown,63,42,Win
23-12-2012,Brown,Northwestern,42,63,Loss
23-12-2012,Penn St,New Hampshire,72,45,Win
23-12-2012,New Hampshire,Penn St,45,72,Loss
23-12-2012,Pittsburgh,Kennesaw,59,43,Win
23-12-2012,Kennesaw,Pittsburgh,43,59,Loss
23-12-2012,UTEP,Nebraska,68,52,Win
23-12-2012,Nebraska,UTEP,52,68,Loss
22-12-2012,Mercer,Alabama,66,59,Win
22-12-2012,Alabama,Mercer,59,66,Loss
22-12-2012,Appalachian St,Presbyterian,78,70,Win
22-12-2012,Presbyterian,Appalachian St,70,78,Loss
22-12-2012,Arkansas,Alabama A&M,95,68,Win
22-12-2012,Alabama A&M,Arkansas,68,95,Loss
22-12-2012,Winthrop,Auburn,74,67,Win
22-12-2012,Auburn,Winthrop,67,74,Loss
22-12-2012,Boston College,Providence,71,68,Win
22-12-2012,Providence,Boston College,68,71,Loss
22-12-2012,Boston Univ,Cornell,70,57,Win
22-12-2012,Cornell,Boston Univ,57,70,Loss
22-12-2012,Bryant,Dartmouth,79,66,Win
22-12-2012,Dartmouth,Bryant,66,79,Loss
22-12-2012,Butler,Evansville,75,67,Win
22-12-2012,Evansville,Butler,67,75,Loss
22-12-2012,California,Prairie View,85,53,Win
22-12-2012,Prairie View,California,53,85,Loss
22-12-2012,Cincinnati,Wright St,68,58,Win
22-12-2012,Wright St,Cincinnati,58,68,Loss
22-12-2012,Col Charleston,Coastal Car,60,51,Win
22-12-2012,Coastal Car,Col Charleston,51,60,Loss
22-12-2012,Elon,Columbia,70,69,Win
22-12-2012,Columbia,Elon,69,70,Loss
22-12-2012,Dayton,Murray St,77,68,Win
22-12-2012,Murray St,Dayton,68,77,Loss
22-12-2012,DePaul,MD Baltimore Co,69,61,Win
22-12-2012,MD Baltimore Co,DePaul,61,69,Loss
22-12-2012,Drake,E Illinois,74,56,Win
22-12-2012,E Illinois,Drake,56,74,Loss
22-12-2012,Drexel,Davidson,69,58,Win
22-12-2012,Davidson,Drexel,58,69,Loss
22-12-2012,Oakland,E Michigan,59,57,Win
22-12-2012,E Michigan,Oakland,57,59,Loss
22-12-2012,E Washington,Idaho St,57,54,Win
22-12-2012,Idaho St,E Washington,54,57,Loss
22-12-2012,G Washington,VMI,76,67,Win
22-12-2012,VMI,G Washington,67,76,Loss
22-12-2012,Georgetown,American Univ,65,48,Win
22-12-2012,American Univ,Georgetown,48,65,Loss
22-12-2012,Georgia,USC,64,56,Win
22-12-2012,USC,Georgia,56,64,Loss
22-12-2012,Georgia Tech,Citadel,73,41,Win
22-12-2012,Citadel,Georgia Tech,41,73,Loss
22-12-2012,Hartford,Marist,56,46,Win
22-12-2012,Marist,Hartford,46,56,Loss
22-12-2012,Harvard,Holy Cross,72,65,Win
22-12-2012,Holy Cross,Harvard,65,72,Loss
22-12-2012,Miami FL,Hawaii,73,58,Win
22-12-2012,Hawaii,Miami FL,58,73,Loss
22-12-2012,Houston,Chicago St,79,57,Win
22-12-2012,Chicago St,Houston,57,79,Loss
22-12-2012,Illinois St,Austin Peay,83,57,Win
22-12-2012,Austin Peay,Illinois St,57,83,Loss
22-12-2012,Iowa,Coppin St,80,50,Win
22-12-2012,Coppin St,Iowa,50,80,Loss
22-12-2012,Jacksonville,Furman,65,53,Win
22-12-2012,Furman,Jacksonville,53,65,Loss
22-12-2012,Kent,Arkansas St,73,69,Win
22-12-2012,Arkansas St,Kent,69,73,Loss
22-12-2012,Kentucky,Marshall,82,54,Win
22-12-2012,Marshall,Kentucky,54,82,Loss
22-12-2012,La Salle,Sacred Heart,100,71,Win
22-12-2012,Sacred Heart,La Salle,71,100,Loss
22-12-2012,Seton Hall,Long Island,89,58,Win
22-12-2012,Long Island,Seton Hall,58,89,Loss
22-12-2012,Maine,FL Gulf Coast,84,78,Win
22-12-2012,FL Gulf Coast,Maine,78,84,Loss
22-12-2012,Marquette,LSU,84,80,Win
22-12-2012,LSU,Marquette,80,84,Loss
22-12-2012,Massachusetts,East Carolina,88,81,Win
22-12-2012,East Carolina,Massachusetts,81,88,Loss
22-12-2012,Miami OH,IL Chicago,82,70,Win
22-12-2012,IL Chicago,Miami OH,70,82,Loss
22-12-2012,Michigan St,Texas,67,56,Win
22-12-2012,Texas,Michigan St,56,67,Loss
22-12-2012,Minnesota,Lafayette,75,50,Win
22-12-2012,Lafayette,Minnesota,50,75,Loss
22-12-2012,SE Missouri St,Missouri KC,66,65,Win
22-12-2012,Missouri KC,SE Missouri St,65,66,Loss
22-12-2012,Villanova,Monmouth NJ,83,56,Win
22-12-2012,Monmouth NJ,Villanova,56,83,Loss
22-12-2012,N Kentucky,Navy,55,46,Win
22-12-2012,Navy,N Kentucky,46,55,Loss
22-12-2012,NC State,St Bonaventure,92,73,Win
22-12-2012,St Bonaventure,NC State,73,92,Loss
22-12-2012,Louisville,W Kentucky,78,55,Win
22-12-2012,San Diego St,San Francisco,80,58,Win
22-12-2012,Tulane,Hofstra,83,62,Win
22-12-2012,Arizona,ETSU,73,53,Win
22-12-2012,Colorado St,Portland,70,53,Win
22-12-2012,SMU,Alcorn St,67,52,Win
22-12-2012,Nebraska,C Michigan,89,75,Win
22-12-2012,Ga Southern,MS Valley St,63,52,Win
22-12-2012,UC Davis,Nicholls St,82,71,Win
22-12-2012,North Florida,CS Bakersfield,80,70,Win
22-12-2012,Missouri,Illinois,82,73,Win
22-12-2012,James Madison,San Jose St,77,68,Win
22-12-2012,Mississippi St,Cent Arkansas,79,72,Win
22-12-2012,Oregon St,San Diego,86,79,Win
22-12-2012,South Carolina,Manhattan,63,57,Win
22-12-2012,Kansas St,Florida,67,61,Win
22-12-2012,Temple,Syracuse,83,79,Win
22-12-2012,George Mason,Richmond,67,64,Win
22-12-2012,Florida St,Charlotte,79,76,Win
22-12-2012,Old Dominion,Virginia,63,61,Win
22-12-2012,Indiana St,Mississippi,87,85,Win
22-12-2012,Virginia Tech,Bradley,66,65,Win
22-12-2012,Bradley,Virginia Tech,65,66,Loss
22-12-2012,Virginia,Old Dominion,61,63,Loss
22-12-2012,Mississippi,Indiana St,85,87,Loss
22-12-2012,Richmond,George Mason,64,67,Loss
22-12-2012,Charlotte,Florida St,76,79,Loss
22-12-2012,Syracuse,Temple,79,83,Loss
22-12-2012,Manhattan,South Carolina,57,63,Loss
22-12-2012,Florida,Kansas St,61,67,Loss
22-12-2012,Cent Arkansas,Mississippi St,72,79,Loss
22-12-2012,San Diego,Oregon St,79,86,Loss
22-12-2012,Illinois,Missouri,73,82,Loss
22-12-2012,San Jose St,James Madison,68,77,Loss
22-12-2012,CS Bakersfield,North Florida,70,80,Loss
22-12-2012,MS Valley St,Ga Southern,52,63,Loss
22-12-2012,Nicholls St,UC Davis,71,82,Loss
22-12-2012,C Michigan,Nebraska,75,89,Loss
22-12-2012,Alcorn St,SMU,52,67,Loss
22-12-2012,Portland,Colorado St,53,70,Loss
22-12-2012,ETSU,Arizona,53,73,Loss
22-12-2012,Hofstra,Tulane,62,83,Loss
22-12-2012,San Francisco,San Diego St,58,80,Loss
22-12-2012,W Kentucky,Louisville,55,78,Loss
22-12-2012,S Dakota St,New Mexico,70,65,Win
22-12-2012,New Mexico,S Dakota St,65,70,Loss
22-12-2012,New Mexico St,Missouri St,71,51,Win
22-12-2012,Missouri St,New Mexico St,51,71,Loss
22-12-2012,North Carolina,McNeese St,97,63,Win
22-12-2012,McNeese St,North Carolina,63,97,Loss
22-12-2012,Northern Iowa,St Mary's CA,82,75,Win
22-12-2012,St Mary's CA,Northern Iowa,75,82,Loss
22-12-2012,Ohio,MD E Shore,93,57,Win
22-12-2012,MD E Shore,Ohio,57,93,Loss
22-12-2012,Kansas,Ohio St,74,66,Win
